mri-1.8.7,mri-2.3.3,ruby+omr,rtl-mjit,jruby-1.7.27,jruby-9.1.13,truffleruby-0.30.2
8.48046875,9.5859375,9.953125,9.2578125,169.8125,207.89453125,654.78515625
8.421875,9.6484375,9.9609375,9.2890625,177.53515625,213.46484375,620.98046875
8.26953125,9.62109375,9.96875,9.296875,176.8515625,213.58203125,659.36328125
8.2890625,9.5703125,9.875,9.30078125,171.1875,209.390625,655.1953125
8.48046875,9.59375,9.890625,9.32421875,172.0,209.89453125,654.58203125
8.3359375,9.578125,9.94921875,9.23828125,170.8828125,207.63671875,595.828125
8.359375,9.5859375,9.9765625,9.3671875,166.1953125,214.51171875,654.75
8.41015625,9.45703125,9.92578125,9.3125,170.43359375,207.8359375,669.03515625
8.28125,9.52734375,9.8359375,9.1953125,171.31640625,207.67578125,653.05078125
8.42578125,9.47265625,9.984375,9.17578125,171.56640625,207.84765625,653.21875
8.28125,9.5859375,9.921875,9.2578125,164.5703125,211.265625,658.55859375
8.36328125,9.640625,9.94140625,9.3046875,170.046875,216.49609375,657.4296875
8.2890625,9.51171875,9.92578125,9.25,169.12890625,216.16015625,671.0
8.3046875,9.546875,9.96484375,9.296875,166.859375,214.9609375,667.92578125
8.46875,9.58984375,9.9296875,9.30078125,168.25,205.76171875,666.9765625
8.35546875,11.56640625,9.86328125,9.328125,168.45703125,207.77734375,661.6875
8.296875,9.6171875,9.921875,9.31640625,172.953125,211.06640625,654.44140625
8.3203125,9.59765625,9.90625,9.328125,169.59375,218.328125,657.05859375
8.3125,9.5859375,11.875,9.27734375,172.53515625,214.2421875,599.94921875
8.2890625,9.54296875,9.875,9.2421875,171.2890625,205.66015625,600.6796875
8.32421875,9.6015625,9.9296875,9.17578125,175.625,214.23828125,636.90625
8.2734375,9.59765625,9.859375,9.25,171.55078125,211.1953125,661.0234375
8.33203125,9.515625,9.96875,9.31640625,168.49609375,210.890625,667.00390625
8.30859375,9.640625,9.9609375,9.36328125,168.9921875,205.70703125,659.55078125
8.328125,9.55859375,9.90234375,9.25390625,171.65234375,208.3359375,658.13671875
8.36328125,9.63671875,9.97265625,9.17578125,168.1328125,223.92578125,658.17578125
8.3828125,9.58203125,9.91796875,9.34765625,172.94140625,210.2421875,658.0625
8.31640625,9.4921875,9.96875,9.21875,169.625,211.3515625,602.109375
8.1640625,9.640625,9.8984375,9.29296875,162.109375,210.5546875,607.58203125
8.28125,9.62109375,9.98828125,9.36328125,169.93359375,208.70703125,683.09375
8.37109375,9.59375,9.9453125,9.29296875,175.734375,210.14453125,662.6484375
8.28515625,9.65625,9.94140625,9.21875,166.4609375,214.671875,654.10546875
8.3203125,9.5234375,9.85546875,9.3046875,167.65625,216.3828125,674.40234375
8.3203125,9.61328125,9.87890625,9.27734375,173.75,213.28515625,657.50390625
8.28125,9.5703125,9.8828125,9.265625,171.90234375,208.45703125,659.8046875
8.4296875,9.55078125,9.94140625,9.2890625,167.9375,219.8671875,659.76171875
8.41015625,11.48828125,9.83984375,9.15234375,169.8671875,212.52734375,612.30078125
8.29296875,9.55859375,9.9609375,9.19140625,166.82421875,215.1640625,597.7109375
8.30859375,9.5625,9.84375,9.23828125,165.82421875,214.5390625,659.984375
8.2890625,9.63671875,9.84375,9.32421875,167.875,206.0,664.77734375
8.32421875,9.6953125,9.98046875,9.265625,171.4765625,214.48828125,657.125
8.33203125,9.6015625,9.9296875,9.2734375,167.578125,216.34375,654.27734375
8.390625,9.56640625,9.94921875,9.1875,169.93359375,207.421875,666.37890625
8.37890625,9.62109375,9.97265625,9.36328125,164.54296875,211.984375,659.1328125
8.2890625,9.66015625,9.93359375,9.32421875,167.44921875,213.671875,660.19140625
8.3046875,9.57421875,9.96484375,9.30078125,167.30859375,218.28125,596.20703125
8.1796875,9.55859375,9.96484375,9.23046875,177.87890625,204.2734375,600.84375
8.32421875,9.6640625,9.9453125,9.25,167.10546875,209.68359375,663.4296875
8.3046875,9.59765625,10.015625,9.29296875,173.65234375,211.76171875,661.15234375
8.28125,11.5546875,9.8984375,9.28515625,170.4140625,210.38671875,661.80078125
8.0390625,9.48828125,9.96484375,9.32421875,166.58984375,212.79296875,605.73046875
8.49609375,9.63671875,9.94140625,9.328125,166.3203125,211.0390625,662.734375
8.2890625,9.59765625,9.94140625,9.2734375,167.0078125,209.734375,658.0703125
8.12109375,9.56640625,9.9453125,9.29296875,167.984375,208.125,665.07421875
8.26953125,9.640625,9.95703125,9.23046875,169.63671875,216.73828125,659.0078125
8.3359375,9.59375,9.98046875,9.1875,172.1640625,209.8984375,661.26171875
8.29296875,9.6640625,9.9140625,9.26953125,168.13671875,213.62109375,665.9765625
8.3359375,9.6171875,9.9375,9.23828125,163.70703125,209.79296875,659.08984375
8.2734375,9.57421875,9.8984375,9.30078125,168.5859375,210.1640625,596.75390625
8.3203125,9.58984375,9.9609375,9.31640625,167.37109375,212.8046875,599.63671875
8.34375,9.58203125,11.95703125,9.2890625,168.15625,211.96875,660.484375
8.32421875,9.625,9.90625,9.2578125,171.61328125,207.171875,595.1796875
8.27734375,9.546875,9.875,9.3671875,171.8515625,217.3125,659.40625
8.4765625,9.64453125,9.92578125,9.26953125,175.03515625,215.59765625,598.4765625
8.33203125,9.45703125,10.02734375,9.30078125,167.8046875,221.72265625,600.21875
8.28515625,9.65625,9.921875,9.22265625,170.1640625,214.046875,656.12890625
8.2734375,9.6640625,9.87109375,9.24609375,167.5703125,216.45703125,656.5
8.36328125,9.59765625,9.90625,9.2578125,168.203125,209.9765625,624.6796875
8.3828125,9.5703125,9.953125,9.3515625,175.125,214.8203125,664.66796875
8.34375,9.48046875,9.95703125,11.3515625,176.98828125,210.64453125,598.46875
8.35546875,9.50390625,9.9375,9.3203125,168.03515625,214.47265625,679.5390625
8.3203125,9.64453125,9.96484375,9.34375,173.890625,225.29296875,663.65625
8.31640625,9.52734375,9.921875,9.29296875,169.30859375,209.8828125,608.79296875
8.296875,9.59765625,9.9375,9.2109375,171.43359375,208.4921875,656.50390625
8.27734375,9.60546875,9.93359375,9.3125,169.93359375,210.38671875,603.21875
8.2734375,9.67578125,9.9453125,9.328125,167.01953125,210.984375,656.98046875
8.328125,9.60546875,9.93359375,9.24609375,168.57421875,213.4765625,611.328125
8.28125,9.56640625,9.90625,9.22265625,167.81640625,206.83203125,658.13671875
8.328125,9.61328125,9.86328125,9.19140625,174.38671875,211.296875,663.546875
8.4296875,9.58203125,9.9765625,9.34765625,178.4140625,213.40234375,601.25
8.3046875,9.58203125,10.0,9.265625,164.15234375,211.7109375,660.06640625
8.2734375,9.66796875,9.93359375,9.33203125,168.71875,208.6328125,596.35546875
8.28515625,9.56640625,9.91015625,9.3125,169.62890625,208.20703125,662.35546875
8.3671875,9.56640625,9.921875,9.28515625,174.5546875,214.484375,661.8515625
8.3203125,9.5859375,9.94921875,9.296875,166.5,216.56640625,686.5625
8.3125,9.5546875,9.953125,9.29296875,168.16015625,208.953125,650.3984375
8.25390625,9.66796875,9.90234375,9.33203125,167.9140625,209.39453125,659.078125
8.1640625,9.49609375,10.0,9.28125,172.265625,214.52734375,664.09375
8.29296875,9.5703125,9.9375,9.28125,169.23046875,216.03125,662.62890625
8.4453125,9.6953125,10.01171875,9.3203125,170.0859375,218.078125,597.29296875
8.296875,9.56640625,9.91015625,9.3828125,169.7109375,215.00390625,659.23828125
8.25,9.58984375,9.92578125,9.32421875,178.87890625,207.328125,660.734375
8.2890625,9.6015625,9.9609375,9.2265625,169.91015625,208.015625,657.37890625
8.2734375,9.5859375,9.98828125,9.25,170.17578125,208.11328125,669.4296875
8.359375,9.60546875,9.89453125,9.30078125,167.12109375,210.1796875,654.71484375
8.32421875,9.6484375,9.89453125,9.19140625,168.1953125,210.72265625,627.6484375
8.2734375,9.55859375,9.88671875,9.3203125,169.28125,207.41796875,593.734375
8.29296875,9.57421875,9.8984375,9.30859375,170.63671875,216.28515625,659.4453125
8.32421875,9.5703125,9.96484375,9.27734375,173.75,214.046875,665.15234375
8.28125,9.5078125,9.8828125,9.37890625,166.421875,221.11328125,661.05859375
8.31640625,9.60546875,9.9296875,9.30859375,171.6015625,213.41796875,662.390625
8.16796875,9.55859375,9.953125,9.34765625,173.34765625,208.3359375,661.18359375
8.30078125,9.578125,9.91796875,9.3046875,172.8984375,211.20703125,655.6796875
8.33984375,9.56640625,9.98046875,9.3046875,173.328125,213.1875,658.82421875
8.3359375,9.625,9.99609375,9.27734375,172.58203125,212.69921875,657.78515625
8.30859375,9.6640625,9.94921875,9.26953125,167.79296875,209.12890625,596.4921875
8.30859375,9.5,9.93359375,9.28125,170.265625,207.69921875,662.0
8.3125,9.60546875,9.8671875,9.2890625,168.6640625,212.63671875,660.515625
8.359375,9.6015625,9.89453125,9.3046875,169.12109375,205.96875,655.44140625
8.27734375,9.52734375,9.95703125,9.29296875,168.28125,207.734375,658.4375
8.31640625,9.55078125,10.02734375,9.3125,162.2109375,213.3125,658.734375
8.4765625,9.59765625,10.00390625,9.2109375,166.88671875,211.83203125,636.13671875
8.28125,9.578125,9.94921875,9.30859375,169.6328125,215.62890625,609.859375
8.37890625,9.58203125,9.9453125,9.30859375,173.68359375,212.03125,669.01171875
8.02734375,9.61328125,10.0078125,9.21875,170.28125,211.46875,661.05078125
8.27734375,9.55078125,9.87109375,9.21875,166.99609375,208.328125,620.7578125
8.2890625,9.6171875,9.8515625,9.31640625,169.6328125,205.8046875,655.7265625
8.2890625,9.60546875,9.91015625,9.19921875,171.17578125,212.91015625,662.2890625
8.359375,9.62890625,9.94140625,9.2109375,164.65234375,208.19140625,660.90625
8.37109375,9.48828125,9.9296875,9.27734375,166.7578125,210.109375,596.7734375
8.28125,9.578125,9.9453125,9.2421875,171.71484375,210.234375,660.453125
8.31640625,9.5546875,9.9609375,9.23828125,169.8203125,218.75,660.49609375
8.27734375,9.50390625,9.84375,9.21484375,167.26953125,220.640625,596.421875
8.29296875,9.65234375,9.97265625,9.2578125,171.3046875,212.84375,660.66015625
8.30859375,9.6171875,10.02734375,9.328125,174.02734375,209.91796875,600.22265625
8.33203125,9.59765625,9.93359375,9.26171875,177.3984375,212.44921875,670.2578125
8.359375,9.59375,9.90625,9.3359375,174.13671875,210.11328125,657.09375
8.30859375,9.65625,10.01171875,9.2109375,166.98828125,213.05859375,670.375
8.36328125,9.609375,9.9375,9.30078125,171.65625,214.54296875,604.07421875
8.359375,9.5546875,9.90625,9.23828125,167.84375,211.84765625,592.68359375
8.30859375,9.6484375,9.84375,9.33203125,168.69921875,214.00390625,603.60546875
8.3359375,9.6171875,9.9609375,9.234375,175.84765625,210.67578125,650.1640625
8.3203125,9.59375,9.91015625,9.16796875,172.6171875,212.94140625,656.08984375
8.38671875,9.640625,9.9765625,9.234375,167.05859375,206.4921875,662.2890625
8.28515625,9.58203125,9.9296875,9.3515625,167.1328125,205.140625,667.5625
8.27734375,9.6328125,9.9375,9.31640625,164.58984375,212.18359375,593.921875
8.30859375,9.60546875,9.9296875,9.33203125,170.0546875,209.46875,603.05078125
8.3828125,9.5,9.94140625,9.29296875,174.10546875,203.55859375,635.98046875
8.32421875,9.65625,9.95703125,9.3125,169.34765625,209.015625,669.87109375
8.35546875,9.59375,9.859375,9.37890625,173.14453125,203.82421875,652.8203125
8.27734375,9.5859375,9.91796875,9.20703125,166.796875,211.05078125,662.91796875
8.26953125,9.4765625,10.02734375,9.32421875,163.40625,211.55078125,665.1796875
8.33984375,9.62109375,9.87890625,9.33203125,168.84765625,210.234375,660.49609375
8.3203125,9.62109375,9.94140625,9.234375,175.48828125,210.01171875,599.97265625
8.2890625,9.515625,9.9453125,9.2578125,168.734375,208.5546875,599.15234375
8.2734375,9.48046875,9.98046875,9.27734375,168.17578125,209.40234375,666.03125
8.03125,9.58203125,9.90625,9.26171875,166.046875,212.8984375,599.33203125
8.30859375,9.578125,9.88671875,9.22265625,170.81640625,213.9609375,672.921875
8.1015625,9.62890625,9.9296875,9.3671875,170.59375,218.68359375,654.98046875
8.2734375,9.58203125,9.9140625,9.37109375,168.41796875,217.51171875,598.3515625
8.28515625,9.58203125,10.02734375,9.38671875,168.33984375,205.52734375,666.6640625
8.32421875,9.62109375,9.90625,9.2734375,167.6328125,205.0234375,657.21484375
8.27734375,9.640625,9.84375,9.28515625,164.01953125,210.1328125,598.36328125
8.2734375,9.4765625,9.93359375,9.23046875,168.26953125,209.71875,602.73828125
8.27734375,9.578125,9.9375,9.2734375,168.6640625,204.203125,658.98046875
8.27734375,9.54296875,9.9375,9.2578125,166.90234375,215.125,597.40234375
8.28515625,9.59375,9.859375,9.29296875,165.77734375,209.2265625,663.44140625
8.296875,9.5546875,9.9609375,9.34765625,170.640625,220.77734375,664.09765625
8.33203125,9.5390625,9.875,9.265625,178.98828125,210.62109375,598.65234375
8.296875,9.58984375,9.9140625,9.203125,168.8515625,211.3203125,658.234375
8.30859375,9.6328125,9.91796875,9.3125,164.296875,211.81640625,659.4375
8.32421875,9.58984375,9.91796875,9.33203125,172.3125,215.671875,659.2890625
8.3125,9.56640625,9.9296875,9.3203125,172.16015625,211.9609375,595.859375
8.37890625,9.58984375,10.00390625,9.28515625,174.84375,211.45703125,634.79296875
8.3125,9.51171875,10.01953125,9.26953125,176.17578125,217.23046875,603.4375
8.37890625,9.53125,9.90625,9.17578125,168.3203125,209.26953125,601.90625
8.3203125,9.64453125,9.90234375,9.2890625,169.5546875,209.8515625,651.875
8.06640625,9.50390625,10.0078125,9.2734375,170.7578125,216.69140625,665.6015625
8.296875,9.50390625,9.90234375,9.31640625,169.9609375,218.76171875,603.109375
8.30859375,9.62109375,9.9140625,9.32421875,164.53125,211.35546875,659.4453125
8.3828125,9.6640625,9.94140625,9.33203125,170.296875,208.6171875,657.3125
8.2890625,9.50390625,9.953125,9.21484375,166.69140625,212.171875,663.1953125
8.29296875,9.59375,9.9765625,9.2578125,170.859375,206.3359375,659.2265625
8.3203125,9.5625,9.93359375,9.2421875,172.40625,212.55078125,658.70703125
8.03125,9.58203125,9.9921875,9.3203125,163.76171875,209.8515625,656.73828125
8.35546875,9.48046875,9.95703125,9.29296875,172.23828125,216.48046875,671.29296875
8.36328125,9.5859375,9.95703125,9.3046875,174.6640625,224.828125,664.28125
8.30859375,11.5078125,10.0078125,9.35546875,169.24609375,217.765625,595.83203125
8.3125,9.50390625,9.9140625,9.30078125,170.3203125,209.125,662.12109375
8.3671875,9.55859375,9.921875,9.3125,170.87109375,222.0078125,596.609375
8.33203125,9.6171875,9.9453125,9.21484375,167.71875,213.07421875,660.50390625
8.296875,9.55859375,9.9375,9.25390625,169.12109375,207.5390625,664.07421875
8.30859375,9.546875,9.96484375,9.296875,170.55859375,213.4296875,598.14453125
8.2890625,9.5390625,9.9296875,9.3359375,169.73046875,201.0625,664.87109375
8.29296875,9.53515625,9.92578125,9.296875,174.94921875,210.62890625,602.8359375
8.28125,9.6328125,9.9921875,9.2890625,172.26953125,206.23828125,598.25390625
8.30859375,9.58203125,9.91796875,9.30078125,168.47265625,205.58984375,655.953125
8.32421875,9.546875,9.9375,9.265625,169.71875,209.85546875,654.75
