Trial,mri-1.8.7,mri-2.3.3,ruby+omr,rtl-mjit,jruby-1.7.27,jruby-9.1.13,truffleruby-0.30.2
1,7.98828125,15.78125,16.50390625,15.328125,639.8125,642.08984375,679.1328125
2,7.890625,19.6484375,20.11328125,19.1953125,641.51171875,642.3359375,692.01953125
3,11.75390625,23.515625,22.17578125,23.0625,641.5546875,642.68359375,694.90234375
4,13.60546875,27.3828125,23.98046875,25.078125,641.8046875,643.125,695.25390625
5,13.60546875,29.29296875,26.04296875,25.078125,645.92578125,649.34375,697.9453125
6,13.60546875,29.29296875,26.0625,25.078125,645.92578125,655.4921875,699.265625
7,10.00390625,29.29296875,26.0625,25.078125,646.01953125,655.4921875,701.03515625
8,13.609375,29.29296875,26.0625,28.68359375,648.18359375,655.4921875,701.46875
9,8.09765625,29.29296875,26.0625,32.55078125,648.39453125,656.25,702.171875
10,11.703125,32.8984375,26.0625,32.55078125,648.42578125,656.64453125,704.42578125
11,8.09765625,32.8984375,26.0625,32.55078125,648.453125,656.87890625,704.96484375
12,11.703125,32.8984375,27.86328125,32.55078125,648.453125,656.96484375,705.1953125
13,13.5078125,32.8984375,29.66796875,32.55078125,645.1953125,656.96484375,707.3203125
14,10.00390625,32.8984375,31.73046875,32.55078125,645.4609375,657.05078125,707.4609375
15,13.609375,32.8984375,33.53515625,36.41796875,645.51171875,657.2578125,708.1953125
16,8.09765625,36.765625,33.53515625,36.41796875,645.51171875,657.30078125,710.4296875
17,11.703125,36.765625,33.53515625,36.41796875,645.51171875,657.30078125,710.6015625
18,13.5078125,36.765625,33.53515625,36.41796875,645.51171875,657.65625,714.71875
19,10.00390625,36.765625,33.53515625,36.41796875,645.51171875,657.65625,717.08984375
20,11.546875,36.765625,33.53515625,36.41796875,645.51171875,659.73046875,717.59375
21,11.546875,36.765625,33.53515625,36.41796875,645.51171875,661.73046875,717.59375
22,11.546875,36.765625,33.53515625,40.28515625,645.51171875,662.01953125,717.59375
23,13.609375,40.6328125,33.53515625,40.28515625,645.76171875,662.1875,717.59375
24,10.00390625,40.6328125,35.33984375,40.28515625,645.76171875,662.625,717.8359375
25,11.546875,40.6328125,37.40234375,40.28515625,645.76171875,662.7109375,717.8359375
26,13.609375,40.6328125,39.20703125,40.28515625,645.76171875,662.7109375,717.8359375
27,13.609375,40.6328125,39.20703125,40.28515625,645.76171875,662.890625,717.8359375
28,13.609375,40.6328125,39.20703125,40.28515625,645.76171875,663.0546875,719.8359375
29,15.4140625,40.6328125,39.20703125,42.08984375,645.76171875,663.1875,719.8359375
30,11.9140625,40.6328125,39.20703125,45.95703125,645.76171875,663.54296875,719.8359375
31,11.9140625,44.5,39.20703125,45.95703125,645.76171875,663.86328125,719.8671875
32,11.9140625,44.5,39.20703125,45.95703125,645.76171875,664.15234375,719.8671875
33,13.45703125,44.5,39.20703125,45.95703125,645.76171875,664.2890625,719.8671875
34,10.00390625,44.5,39.20703125,45.95703125,645.76171875,664.2890625,725.94140625
35,13.609375,44.5,39.20703125,45.95703125,645.76171875,664.37109375,726.20703125
36,8.09765625,44.5,39.20703125,45.95703125,645.76171875,666.58203125,726.20703125
37,11.703125,44.5,39.20703125,45.95703125,645.76171875,666.58203125,726.2890625
38,8.09765625,44.5,41.26953125,45.95703125,645.76171875,666.58203125,726.41015625
39,11.703125,44.5,43.07421875,49.82421875,645.76171875,666.81640625,726.4375
40,8.09375,46.3046875,43.07421875,53.43359375,645.76171875,666.81640625,726.51953125
41,11.69921875,50.171875,43.07421875,53.43359375,645.76171875,678.69140625,728.51953125
42,8.09375,50.171875,43.07421875,53.43359375,645.76953125,674.21484375,728.53515625
43,11.69921875,50.171875,43.07421875,53.43359375,657.140625,674.421875,728.6328125
44,13.50390625,50.171875,43.07421875,53.43359375,657.140625,674.421875,728.82421875
45,10.11328125,50.171875,43.07421875,53.43359375,657.140625,674.421875,728.93359375
46,11.65625,50.171875,43.07421875,53.43359375,653.1171875,674.421875,728.93359375
47,11.65625,50.171875,43.07421875,53.43359375,653.1171875,674.421875,728.93359375
48,13.4609375,50.171875,43.07421875,53.43359375,644.76953125,687.47265625,729.0078125
49,10.00390625,50.171875,43.07421875,53.43359375,644.76953125,687.47265625,729.0078125
50,13.609375,50.171875,43.07421875,53.43359375,644.76953125,687.47265625,729.03125
51,10.00390625,51.9765625,43.07421875,57.30078125,644.76953125,687.47265625,731.03125
52,13.609375,55.84375,43.07421875,61.16796875,644.875,687.47265625,731.03125
53,8.09765625,55.84375,43.07421875,61.16796875,644.875,687.47265625,731.08984375
54,11.703125,55.84375,44.87890625,61.16796875,644.875,689.6328125,731.08984375
55,8.09765625,55.84375,44.87890625,61.16796875,644.875,689.6328125,731.125
56,11.703125,55.84375,44.87890625,61.16796875,650.02734375,689.66015625,731.19140625
57,8.09765625,55.84375,44.87890625,61.16796875,650.02734375,689.66015625,731.19140625
58,11.703125,55.84375,44.87890625,61.16796875,650.02734375,673.6015625,733.44140625
59,13.5078125,55.84375,44.87890625,61.16796875,650.02734375,673.6015625,733.44140625
60,10.00390625,55.84375,44.87890625,61.16796875,645.4296875,673.6015625,733.44140625
61,11.546875,55.84375,44.87890625,61.16796875,645.4296875,673.6015625,733.84375
62,11.546875,55.84375,44.87890625,61.16796875,645.43359375,673.6015625,735.92578125
63,11.546875,55.84375,44.87890625,61.16796875,645.43359375,673.6015625,735.92578125
64,13.609375,59.7109375,44.87890625,61.16796875,645.43359375,673.6015625,735.98046875
65,10.00390625,63.578125,44.87890625,65.03515625,645.43359375,673.6015625,735.98046875
66,11.546875,63.578125,44.87890625,65.03515625,645.43359375,673.6015625,735.98046875
67,11.546875,63.578125,44.87890625,65.03515625,645.43359375,673.6796875,735.98046875
68,13.609375,63.578125,44.87890625,65.03515625,645.43359375,675.6796875,736.01953125
69,8.09765625,63.578125,44.87890625,65.03515625,646.19921875,675.6796875,736.01953125
70,11.703125,63.578125,46.94140625,65.03515625,646.19921875,676.015625,736.01953125
71,8.09765625,63.578125,48.74609375,65.03515625,646.19921875,689.40625,736.01953125
72,11.703125,63.578125,50.80859375,65.03515625,646.19921875,679.53515625,738.1796875
73,13.5078125,63.578125,50.80859375,65.03515625,646.19921875,679.8046875,738.3515625
74,10.00390625,63.578125,50.80859375,65.03515625,646.19921875,679.93359375,738.3515625
75,11.546875,63.578125,50.80859375,65.03515625,646.28125,679.99609375,738.39453125
76,13.609375,63.578125,50.80859375,65.03515625,646.28125,679.99609375,738.39453125
77,10.00390625,63.578125,50.80859375,65.03515625,646.28125,680.10546875,740.546875
78,11.546875,63.578125,50.80859375,66.83984375,646.28125,680.32421875,740.546875
79,11.546875,65.3828125,50.80859375,70.70703125,646.28125,680.48828125,740.546875
80,11.546875,69.25,50.80859375,74.57421875,646.28125,680.48828125,740.81640625
81,13.609375,73.1171875,50.80859375,78.44140625,646.28125,680.5859375,740.81640625
82,10.1171875,73.1171875,50.80859375,78.44140625,651.1796875,684.44140625,740.86328125
83,11.66015625,73.1171875,50.80859375,78.44140625,651.1796875,684.76953125,743.12890625
84,11.66015625,73.1171875,50.80859375,78.44140625,646.51953125,686.9453125,743.203125
85,13.46484375,73.1171875,50.80859375,78.44140625,646.51953125,686.9453125,743.265625
86,10.00390625,73.1171875,50.80859375,78.44140625,646.51953125,686.9453125,743.28125
87,13.609375,73.1171875,50.80859375,78.44140625,646.51953125,687.078125,743.359375
88,8.20703125,73.1171875,50.80859375,78.44140625,646.51953125,687.21484375,743.359375
