Trial,mri-2.3.3,ruby+omr,rtl-mjit,jruby-9.1.13
184,115.37890625,110.0,110.19140625,
185,115.37890625,111.546875,110.19140625,
186,115.37890625,111.546875,110.19140625,
187,115.37890625,110.73828125,110.19140625,
188,115.37890625,110.73828125,110.44921875,
189,115.37890625,110.98046875,110.44921875,
190,115.37890625,110.98046875,110.44921875,
191,115.37890625,110.234375,110.44921875,
192,115.37890625,110.7265625,110.96484375,
193,115.37890625,112.53515625,110.96484375,
194,115.37890625,112.53515625,110.96484375,
195,115.37890625,111.734375,110.96484375,
196,115.37890625,110.015625,111.48046875,
197,115.37890625,111.3046875,111.48046875,
198,115.37890625,111.3046875,111.48046875,
199,115.37890625,110.234375,111.48046875,
200,115.37890625,110.234375,111.48046875,
201,115.37890625,111.51953125,111.48046875,
202,115.37890625,111.51953125,111.48046875,
203,115.37890625,110.73828125,111.48046875,
204,115.37890625,110.73828125,111.48046875,
205,115.37890625,112.0234375,111.48046875,
206,116.3828125,112.0234375,111.48046875,
207,116.8984375,109.76171875,111.48046875,
208,116.8984375,109.76171875,110.19921875,
209,116.8984375,110.53125,110.19921875,
210,115.5078125,110.53125,110.453125,
211,115.5078125,110.53125,110.453125,
212,115.5078125,110.53125,110.453125,
213,117.80078125,111.3046875,110.96875,
214,117.9921875,111.3046875,111.484375,
215,118.25,110.51171875,111.484375,
216,118.25,110.51171875,111.484375,
217,118.25,111.5390625,111.484375,
218,118.25,111.5390625,111.484375,
219,118.25,110.33203125,111.484375,
220,118.25,110.33203125,111.484375,
221,118.25,110.5859375,111.484375,
222,116.12890625,110.5859375,111.484375,
223,116.12890625,109.26171875,110.19921875,
224,116.12890625,110.03125,110.19921875,
225,116.12890625,111.578125,110.453125,
226,116.12890625,111.578125,110.453125,
227,114.5546875,110.74609375,110.453125,
228,114.5546875,109.515625,110.453125,
229,114.5546875,110.546875,110.453125,
230,114.80859375,110.546875,110.453125,
231,114.80859375,109.60546875,110.453125,
232,114.80859375,109.60546875,110.453125,
233,115.06640625,110.375,110.453125,
234,115.06640625,110.890625,110.453125,
235,115.06640625,110.890625,110.453125,
236,115.06640625,110.890625,110.453125,
237,115.06640625,111.40625,110.96875,
238,115.06640625,111.40625,110.96875,
239,115.83984375,111.40625,110.96875,
240,115.83984375,111.40625,110.96875,
241,115.83984375,111.921875,111.484375,
242,114.54296875,111.921875,111.484375,
243,114.54296875,111.2109375,111.484375,
244,114.54296875,111.2109375,110.375,
245,114.54296875,112.49609375,110.375,
246,114.54296875,112.49609375,110.62890625,
247,114.796875,109.81640625,111.14453125,
248,115.3125,110.0703125,111.14453125,
249,115.3125,111.1015625,111.14453125,
250,115.3125,111.1015625,111.14453125,
251,115.3125,110.2890625,111.14453125,
252,115.3125,110.2890625,111.14453125,
253,115.3125,111.05859375,111.14453125,
254,115.3125,111.05859375,111.14453125,
255,115.3125,110.2890625,111.14453125,
256,115.3125,110.2890625,111.14453125,
257,115.3125,110.54296875,109.703125,
258,115.3125,110.54296875,109.95703125,
259,115.3125,110.54296875,109.95703125,
260,115.3125,110.54296875,109.95703125,
261,115.3125,111.57421875,110.47265625,
262,115.3125,111.57421875,110.47265625,
263,115.3125,110.38671875,110.47265625,
264,115.3125,110.38671875,110.47265625,
265,115.3125,111.15625,110.47265625,
266,115.3125,111.15625,110.47265625,
267,115.3125,110.38671875,110.47265625,
268,116.34375,110.38671875,111.24609375,
269,116.34375,111.15625,111.24609375,
270,116.34375,111.15625,111.24609375,
271,114.71875,110.38671875,109.703125,
272,114.71875,110.38671875,109.703125,
273,114.97265625,111.671875,109.95703125,
274,116.00390625,111.671875,110.47265625,
275,116.00390625,110.38671875,110.47265625,
276,116.00390625,110.38671875,110.47265625,
277,114.7109375,111.671875,110.47265625,
278,114.7109375,111.671875,110.47265625,
279,114.96484375,110.38671875,110.73046875,
280,114.96484375,110.38671875,110.73046875,
281,114.96484375,110.38671875,110.73046875,
282,115.48046875,110.38671875,110.73046875,
283,115.48046875,110.38671875,109.703125,
284,115.48046875,110.38671875,109.703125,
285,115.48046875,111.671875,110.47265625,
286,115.48046875,111.671875,110.47265625,
287,115.48046875,110.3828125,110.47265625,
288,,110.63671875,110.47265625,
289,,111.66796875,110.98828125,
290,,111.66796875,111.24609375,
291,,110.984375,111.24609375,
292,,110.984375,111.76171875,
293,,112.01171875,111.76171875,
294,,112.01171875,111.76171875,
295,,109.8125,111.76171875,
296,,110.06640625,111.76171875,
297,,111.35546875,111.76171875,
298,,111.35546875,109.69140625,
299,,110.703125,109.69140625,
300,,109.9453125,110.4609375,
301,,110.9765625,110.4609375,
302,,110.9765625,110.4609375,
303,,110.1640625,110.4609375,
304,,108.79296875,109.69140625,
305,,109.82421875,109.69140625,
306,,110.33984375,110.4609375,
307,,110.33984375,110.4609375,
308,,110.33984375,110.4609375,
309,,,110.4609375,
310,,,109.69140625,
311,,,109.69140625,
312,,,110.203125,
313,,,110.203125,
314,,,110.203125,
315,,,110.71875,
316,,,111.75,
317,,,111.75,
318,,,112.0078125,
319,,,110.83984375,
320,,,110.83984375,
321,,,110.83984375,
322,,,111.09375,
323,,,111.09375,
324,,,111.09375,
325,,,111.09375,
326,,,111.09375,
327,,,111.09375,
328,,,111.09375,
329,,,111.09375,
330,,,111.09375,
331,,,111.09375,
332,,,111.09375,
333,,,111.09375,
334,,,111.09375,
335,,,111.09375,
336,,,111.09375,
337,,,111.09375,
338,,,111.09375,
339,,,111.09375,
340,,,111.09375,
341,,,111.09375,
342,,,111.09375,
343,,,111.09375,
344,,,111.09375,
345,,,111.09375,
346,,,111.09375,
347,,,111.09375,
348,,,111.09375,
349,,,111.09375,
350,,,111.09375,
351,,,111.09375,
352,,,111.609375,
353,,,111.609375,
354,,,111.609375,
355,,,111.609375,
356,,,111.609375,
357,,,111.609375,
358,,,111.609375,
359,,,111.609375,
360,,,111.609375,
361,,,111.609375,
362,,,111.609375,
