Trial,mri-1.8.7
1,80.45703125
2,81.48828125
3,82.26171875
4,82.26171875
5,82.77734375
6,82.77734375
7,83.06640625
8,83.06640625
9,84.06640625
10,84.06640625
11,84.06640625
