Trial,mri-1.8.7
1,2.32306375537338
2,2.35710830885085
3,2.35683531662723
4,2.38400366498366
5,2.39022430742594
6,2.3873483880242
7,2.41564561426614
8,2.41025619742313
9,2.40314590289692
10,2.36553450587562
11,2.39091510510403
