Trial,mri-2.3.3
151,70.6640625
152,70.6640625
153,70.921875
154,70.921875
155,70.921875
156,71.1796875
157,71.1796875
158,71.1796875
159,71.4375
160,71.4375
161,71.6953125
162,71.6953125
163,71.6953125
164,71.953125
165,71.953125
166,71.953125
167,71.953125
168,72.2109375
169,72.2109375
170,72.2109375
171,72.2109375
172,72.2109375
173,72.2109375
174,72.2109375
175,72.2109375
176,72.2109375
177,72.2109375
178,72.2109375
179,72.2109375
180,72.2109375
181,72.2109375
182,72.2109375
183,72.2109375
184,72.2109375
185,72.2109375
186,72.2109375
187,72.2109375
188,72.2109375
189,72.2109375
190,72.2109375
191,72.2109375
192,72.2109375
193,72.2109375
194,72.2109375
195,72.2109375
196,72.2109375
197,72.2109375
198,72.2109375
199,72.2109375
200,72.2109375
201,72.2109375
202,72.2109375
203,72.2109375
204,72.2109375
205,72.2109375
206,72.2109375
207,72.2109375
208,72.2109375
209,72.2109375
210,72.2109375
211,72.2109375
212,72.2109375
213,72.2109375
214,72.2109375
215,72.2109375
216,72.2109375
217,72.2109375
218,72.2109375
219,72.2109375
220,72.2109375
221,72.2109375
222,72.2109375
223,72.2109375
224,72.2109375
225,72.2109375
226,72.2109375
227,72.2109375
228,72.2109375
229,72.2109375
230,72.2109375
231,72.2109375
232,72.2109375
233,72.2109375
234,72.2109375
235,72.2109375
236,72.2109375
237,72.2109375
238,72.2109375
239,72.2109375
240,72.2109375
241,72.2109375
242,72.2109375
243,72.2109375
244,72.2109375
245,72.2109375
246,72.2109375
247,72.2109375
248,72.2109375
249,72.2109375
250,72.2109375
251,72.2109375
252,72.2109375
253,72.2109375
254,72.2109375
255,72.2109375
256,72.2109375
257,72.2109375
258,72.2109375
259,72.2109375
260,72.2109375
261,72.2109375
262,72.2109375
263,72.2109375
264,72.2109375
265,72.2109375
266,72.2109375
267,72.2109375
268,72.2109375
269,72.2109375
270,72.2109375
271,72.2109375
272,72.2109375
273,72.2109375
274,72.2109375
275,72.2109375
276,72.2109375
277,72.2109375
278,72.2109375
279,72.2109375
280,72.2109375
281,72.2109375
282,72.2109375
283,72.2109375
284,72.2109375
285,72.2109375
286,72.2109375
287,72.2109375
288,72.2109375
289,72.2109375
290,72.2109375
291,72.2109375
292,72.2109375
293,72.2109375
294,72.2109375
295,72.2109375
296,72.2109375
297,72.2109375
298,72.2109375
299,72.2109375
300,72.2109375
301,72.2109375
302,72.2109375
303,72.2109375
304,72.2109375
305,72.2109375
306,72.2109375
307,72.2109375
308,72.2109375
309,72.2109375
310,72.2109375
311,72.2109375
312,72.2109375
313,72.2109375
314,72.2109375
315,72.2109375
316,72.2109375
317,72.2109375
318,72.2109375
319,72.2109375
320,72.2109375
321,72.2109375
322,72.2109375
323,72.2109375
324,72.2109375
325,72.2109375
326,72.2109375
327,72.2109375
328,72.2109375
329,72.2109375
330,72.2109375
331,72.2109375
332,72.2109375
333,72.2109375
334,72.2109375
335,72.2109375
336,72.2109375
337,72.2109375
338,72.2109375
339,72.2109375
340,72.2109375
341,72.2109375
342,72.46875
343,72.46875
344,72.46875
345,72.46875
346,72.7265625
347,72.7265625
348,72.7265625
349,72.7265625
350,72.984375
351,72.984375
352,72.984375
353,72.984375
354,73.2421875
355,73.2421875
356,73.2421875
357,73.2421875
358,73.5
359,73.5
360,73.5
361,73.5
362,73.7578125
363,73.7578125
364,73.7578125
365,73.7578125
366,74.015625
367,74.015625
368,74.015625
369,74.015625
370,74.015625
371,74.2734375
372,74.2734375
373,74.2734375
374,74.2734375
375,74.53125
376,74.53125
377,74.53125
378,74.53125
379,74.7890625
380,74.7890625
381,74.7890625
382,74.7890625
383,75.046875
384,75.046875
385,75.046875
386,75.046875
387,75.3046875
388,75.3046875
389,75.3046875
390,75.3046875
391,75.5625
392,75.5625
393,75.5625
394,75.5625
395,75.8203125
396,75.8203125
397,75.8203125
398,75.8203125
399,76.078125
400,76.078125
401,76.078125
402,76.078125
403,76.078125
404,76.3359375
405,76.3359375
406,76.3359375
407,76.3359375
408,76.59375
409,76.59375
410,76.59375
411,76.59375
412,76.8515625
413,76.8515625
414,76.8515625
415,76.8515625
416,77.109375
417,77.109375
418,77.109375
419,77.109375
420,77.3671875
421,77.3671875
422,77.3671875
423,77.3671875
424,77.625
425,77.625
426,77.625
427,77.625
428,77.8828125
429,77.8828125
430,77.8828125
431,77.8828125
432,78.140625
433,78.140625
434,78.140625
435,78.140625
436,78.3984375
437,78.3984375
438,78.3984375
439,78.3984375
440,78.65625
441,78.65625
442,78.65625
443,78.65625
444,78.9140625
445,78.9140625
446,78.9140625
447,78.9140625
448,79.171875
449,79.171875
450,79.171875
451,79.4296875
452,79.4296875
453,79.4296875
454,79.4296875
455,79.6875
456,79.6875
457,79.6875
458,79.9453125
459,79.9453125
460,79.9453125
461,79.9453125
462,80.203125
463,80.203125
464,80.203125
465,80.4609375
466,80.4609375
467,80.4609375
468,80.4609375
469,80.71875
470,80.71875
471,80.71875
472,80.9765625
473,80.9765625
474,80.9765625
475,80.9765625
476,81.234375
477,81.234375
478,81.234375
479,81.4921875
480,81.4921875
481,81.4921875
482,81.4921875
483,81.75
484,81.75
485,81.75
486,82.0078125
487,82.0078125
488,82.0078125
489,82.0078125
490,82.265625
491,82.265625
492,82.265625
493,82.5234375
494,82.5234375
495,82.5234375
496,82.5234375
497,82.78125
498,82.78125
499,82.78125
500,83.0390625
501,83.0390625
502,83.0390625
503,83.0390625
504,83.296875
505,83.296875
506,83.296875
507,83.5546875
508,83.5546875
509,83.5546875
510,83.5546875
511,83.8125
512,83.8125
513,83.8125
514,84.0703125
515,84.0703125
516,84.0703125
517,84.0703125
518,84.328125
519,84.328125
520,84.328125
521,84.5859375
522,84.5859375
523,84.5859375
524,84.84375
525,84.84375
526,84.84375
527,84.84375
528,85.1015625
529,85.1015625
530,85.1015625
531,85.359375
532,85.359375
533,85.359375
534,85.359375
535,85.359375
536,85.359375
537,85.359375
538,85.359375
539,85.359375
540,85.359375
541,85.359375
542,85.359375
543,85.359375
544,85.359375
545,85.359375
546,85.359375
547,85.359375
548,85.359375
549,85.359375
550,85.359375
551,85.359375
552,85.359375
553,85.359375
554,85.359375
555,85.359375
556,85.359375
557,85.359375
558,85.359375
559,85.359375
560,85.359375
561,85.359375
562,85.359375
563,85.359375
564,85.359375
565,85.359375
566,85.359375
567,85.359375
568,85.359375
569,85.359375
570,85.359375
571,85.359375
572,85.359375
573,85.359375
574,85.359375
575,85.359375
576,85.359375
577,85.359375
578,85.359375
579,85.359375
580,85.359375
581,85.359375
582,85.359375
