Trial,mri-2.3.3
451,15.503939347
452,15.538892705
453,15.573671059
454,15.608406444
455,15.643188433
456,15.675490394
457,15.71073543
458,15.745601725
459,15.780396068
460,15.814735109
461,15.849504019
462,15.884570945
463,15.917169772
464,15.949555362
465,15.983794496
466,16.018986535
467,16.050941369
468,16.083297872
469,16.115582752
470,16.147613557
471,16.182505307
472,16.214482338
473,16.249483357
474,16.284083159
475,16.316949342
476,16.351726129
477,16.386757985
478,16.421872344
479,16.457754757
480,16.492768619
481,16.52755747
482,16.562279866
483,16.597239095
484,16.632643799
485,16.667375973
486,16.703473765
487,16.73649419
488,16.769059033
489,16.803982001
490,16.838366199
491,16.873051506
492,16.907997604
493,16.942968637
494,16.977728132
495,17.011901964
496,17.046237286
497,17.080724785
498,17.11328836
499,17.148413547
500,17.180450965
501,17.213021366
502,17.245177433
503,17.278254517
504,17.314139718
505,17.346544457
506,17.378709298
507,17.413443179
508,17.447980906
509,17.482163141
510,17.517474745
511,17.549697784
512,17.581938846
513,17.617688814
514,17.650204459
515,17.686160193
516,17.721726154
517,17.754384027
518,17.786841613
519,17.819434089
520,17.851828446
521,17.884898119
522,17.917661136
523,17.952132066
524,17.984557041
525,18.017177187
526,18.04911562
527,18.084494203
528,18.119878573
529,18.152299237
530,18.184072329
531,18.216305342
532,18.248673006
533,18.282819665
534,18.315422579
535,18.347932289
536,18.380958865
537,18.415506217
538,18.447684103
539,18.480049448
540,18.514305421
541,18.546921087
542,18.583178586
543,18.615958527
544,18.648678725
545,18.68104684
546,18.716622956
547,18.751562583
548,18.784864817
549,18.817935586
550,18.853191267
551,18.888427922
552,18.920658468
553,18.952998358
554,18.986192238
555,19.020775165
556,19.056655721
557,19.090405014
558,19.123354905
559,19.158787165
560,19.201608529
561,19.237231166
562,19.271809592
563,19.304897315
564,19.341030594
565,19.373308293
566,19.406123404
567,19.449460607
568,19.488409342
569,19.522144275
570,19.557342547
571,19.589977582
572,19.624161469
573,19.666925302
574,19.702170994
575,19.736079156
576,19.772477026
577,19.804848951
578,19.837607361
579,19.870549875
580,19.903232957
581,19.936112406
582,19.971426728
