Trial,mri-2.3.3
104,15.443701666644507
105,15.443701666644507
106,15.443701666644507
107,15.443701666644507
108,15.443701666644507
109,15.443701666644507
110,15.443701666644507
111,15.443701666644507
112,15.443701666644507
113,15.443701666644507
114,15.443701666644507
115,15.443701666644507
116,15.443701666644507
117,15.443701666644507
118,15.443701666644507
119,15.443701666644507
120,15.443701666644507
121,15.443701666644507
122,15.443701666644507
123,15.443701666644507
124,15.443701666644507
125,15.443701666644507
126,15.443701666644507
127,15.443701666644507
128,15.443701666644507
129,15.443701666644507
130,15.443701666644507
131,15.443701666644507
132,15.443701666644507
133,15.443701666644507
134,15.443701666644507
135,15.443701666644507
136,15.443701666644507
137,15.443701666644507
138,15.443701666644507
139,15.443701666644507
140,15.443701666644507
141,15.443701666644507
142,15.443701666644507
143,15.443701666644507
144,15.443701666644507
145,15.443701666644507
146,15.443701666644507
147,15.443701666644507
148,15.443701666644507
149,15.443701666644507
150,15.443701666644507
151,15.443701666644507
152,15.443701666644507
153,15.443701666644507
154,15.443701666644507
155,15.443701666644507
156,15.443701666644507
157,15.443701666644507
158,15.443701666644507
159,15.443701666644507
160,15.443701666644507
161,15.443701666644507
162,15.443701666644507
163,15.443701666644507
164,15.443701666644507
165,15.443701666644507
166,15.443701666644507
167,15.443701666644507
168,15.443701666644507
169,15.443701666644507
170,15.443701666644507
171,15.443701666644507
172,15.443701666644507
173,15.443701666644507
174,15.443701666644507
175,15.443701666644507
176,15.443701666644507
177,15.443701666644507
178,15.443701666644507
179,15.443701666644507
180,15.443701666644507
181,15.443701666644507
182,15.443701666644507
183,15.443701666644507
184,15.443701666644507
185,15.443701666644507
186,15.443701666644507
187,15.443701666644507
188,15.443701666644507
189,15.443701666644507
190,15.443701666644507
191,15.443701666644507
192,15.443701666644507
193,15.443701666644507
194,15.443701666644507
195,15.443701666644507
196,15.443701666644507
197,15.443701666644507
198,15.443701666644507
199,15.443701666644507
200,15.443701666644507
201,15.443701666644507
202,15.443701666644507
203,15.443701666644507
204,15.443701666644507
205,15.443701666644507
206,15.443701666644507
207,15.443701666644507
208,15.443701666644507
209,15.443701666644507
210,15.443701666644507
211,15.443701666644507
212,15.443701666644507
213,15.443701666644507
214,15.443701666644507
215,15.443701666644507
216,15.443701666644507
217,15.443701666644507
218,15.443701666644507
219,15.443701666644507
220,15.443701666644507
221,15.443701666644507
222,15.443701666644507
223,15.443701666644507
224,15.443701666644507
225,15.443701666644507
226,15.443701666644507
227,15.443701666644507
228,15.443701666644507
229,15.443701666644507
230,15.443701666644507
231,15.443701666644507
232,15.443701666644507
233,15.443701666644507
234,15.443701666644507
235,15.443701666644507
236,15.443701666644507
237,15.443701666644507
238,15.443701666644507
239,15.443701666644507
240,15.443701666644507
241,15.443701666644507
242,15.443701666644507
243,15.443701666644507
244,15.443701666644507
245,15.443701666644507
246,15.443701666644507
247,15.443701666644507
248,15.443701666644507
249,15.443701666644507
250,15.443701666644507
251,15.443701666644507
252,15.443701666644507
253,15.443701666644507
254,15.443701666644507
255,15.443701666644507
256,15.443701666644507
257,15.443701666644507
258,15.443701666644507
259,15.443701666644507
260,15.443701666644507
261,15.443701666644507
262,15.443701666644507
263,15.443701666644507
264,15.443701666644507
265,15.443701666644507
266,15.443701666644507
267,15.443701666644507
268,15.443701666644507
269,15.443701666644507
270,15.443701666644507
271,15.443701666644507
272,15.443701666644507
273,15.443701666644507
274,15.443701666644507
275,15.443701666644507
276,15.443701666644507
277,15.443701666644507
278,15.443701666644507
279,15.443701666644507
280,15.443701666644507
281,15.443701666644507
282,15.443701666644507
283,15.443701666644507
284,15.443701666644507
285,15.443701666644507
286,15.443701666644507
287,15.443701666644507
288,15.443701666644507
289,15.443701666644507
290,15.443701666644507
291,15.443701666644507
292,15.443701666644507
293,15.443701666644507
294,15.443701666644507
295,15.443701666644507
296,15.443701666644507
297,15.443701666644507
298,15.443701666644507
299,15.443701666644507
300,15.443701666644507
301,15.443701666644507
302,15.443701666644507
303,15.443701666644507
304,15.443701666644507
305,15.443701666644507
306,15.443701666644507
307,15.443701666644507
308,15.443701666644507
309,15.443701666644507
310,15.443701666644507
311,15.443701666644507
312,15.443701666644507
313,15.443701666644507
314,15.443701666644507
315,15.443701666644507
316,15.443701666644507
317,15.443701666644507
318,15.443701666644507
319,15.443701666644507
320,15.443701666644507
321,15.443701666644507
322,15.443701666644507
323,15.443701666644507
324,15.443701666644507
325,15.443701666644507
326,15.443701666644507
327,15.443701666644507
328,15.443701666644507
329,15.443701666644507
330,15.443701666644507
331,15.443701666644507
332,15.443701666644507
333,15.443701666644507
334,15.443701666644507
335,15.443701666644507
336,15.443701666644507
337,15.443701666644507
338,15.443701666644507
339,15.443701666644507
340,15.443701666644507
341,15.443701666644507
342,15.443701666644507
343,15.443701666644507
344,15.443701666644507
345,15.443701666644507
346,15.443701666644507
347,15.443701666644507
348,15.443701666644507
349,15.443701666644507
350,15.443701666644507
351,15.443701666644507
352,15.443701666644507
353,15.443701666644507
354,15.443701666644507
355,15.443701666644507
356,15.443701666644507
357,15.443701666644507
358,15.443701666644507
359,15.443701666644507
360,15.443701666644507
361,15.443701666644507
362,15.443701666644507
363,15.443701666644507
364,15.443701666644507
365,15.443701666644507
366,15.443701666644507
367,15.443701666644507
368,15.443701666644507
369,15.443701666644507
370,15.443701666644507
371,15.443701666644507
372,15.443701666644507
373,15.443701666644507
374,15.443701666644507
375,15.443701666644507
376,15.443701666644507
377,15.443701666644507
378,15.443701666644507
379,15.443701666644507
380,15.443701666644507
381,15.443701666644507
382,15.443701666644507
383,15.443701666644507
384,15.443701666644507
385,15.443701666644507
386,15.443701666644507
387,15.443701666644507
388,15.443701666644507
389,15.443701666644507
390,15.443701666644507
391,15.443701666644507
392,15.443701666644507
393,15.443701666644507
394,15.443701666644507
395,15.443701666644507
396,15.443701666644507
397,15.443701666644507
398,15.443701666644507
399,15.443701666644507
400,15.443701666644507
401,15.443701666644507
402,15.443701666644507
403,15.443701666644507
404,15.443701666644507
405,15.443701666644507
406,15.443701666644507
407,15.443701666644507
408,15.443701666644507
409,15.443701666644507
410,15.443701666644507
411,15.443701666644507
412,15.443701666644507
413,15.443701666644507
414,15.443701666644507
415,15.443701666644507
416,15.443701666644507
417,15.443701666644507
418,15.443701666644507
419,15.443701666644507
420,15.443701666644507
421,15.443701666644507
422,15.443701666644507
423,15.443701666644507
424,15.443701666644507
425,15.443701666644507
426,15.443701666644507
427,15.443701666644507
428,15.443701666644507
429,15.443701666644507
430,15.443701666644507
431,15.443701666644507
432,15.443701666644507
433,15.443701666644507
434,15.443701666644507
435,15.443701666644507
436,15.443701666644507
437,15.443701666644507
438,15.443701666644507
439,15.443701666644507
440,15.443701666644507
441,15.443701666644507
442,15.443701666644507
443,15.443701666644507
444,15.443701666644507
445,15.443701666644507
446,15.443701666644507
447,15.443701666644507
448,15.443701666644507
449,15.443701666644507
450,15.443701666644507
451,15.443701666644507
452,15.443701666644507
453,15.443701666644507
454,15.443701666644507
455,15.443701666644507
456,15.443701666644507
457,15.443701666644507
458,15.443701666644507
459,15.443701666644507
460,15.443701666644507
461,15.443701666644507
462,15.443701666644507
463,15.443701666644507
464,15.443701666644507
465,15.443701666644507
466,15.443701666644507
467,15.443701666644507
468,15.443701666644507
469,15.443701666644507
470,15.443701666644507
471,15.443701666644507
472,15.443701666644507
473,15.443701666644507
474,15.443701666644507
475,15.443701666644507
476,15.443701666644507
477,15.443701666644507
478,15.443701666644507
479,15.443701666644507
480,15.443701666644507
481,15.443701666644507
482,15.443701666644507
483,15.443701666644507
484,15.443701666644507
485,15.443701666644507
486,15.443701666644507
487,15.443701666644507
488,15.443701666644507
489,15.443701666644507
490,15.443701666644507
491,15.443701666644507
492,15.443701666644507
493,15.443701666644507
494,15.443701666644507
495,15.443701666644507
496,15.443701666644507
497,15.443701666644507
498,15.443701666644507
499,15.443701666644507
500,15.443701666644507
501,15.443701666644507
502,15.443701666644507
503,15.443701666644507
504,15.443701666644507
505,15.443701666644507
506,15.443701666644507
507,15.443701666644507
508,15.443701666644507
509,15.443701666644507
510,15.443701666644507
511,15.443701666644507
512,15.443701666644507
513,15.443701666644507
514,15.443701666644507
515,15.443701666644507
516,15.443701666644507
517,15.443701666644507
518,15.443701666644507
519,15.443701666644507
520,15.443701666644507
521,15.443701666644507
522,15.443701666644507
523,15.443701666644507
524,15.443701666644507
525,15.443701666644507
526,15.443701666644507
527,15.443701666644507
528,15.443701666644507
529,15.443701666644507
530,15.443701666644507
531,15.443701666644507
532,15.443701666644507
533,15.443701666644507
534,15.443701666644507
535,15.443701666644507
536,15.443701666644507
537,15.443701666644507
538,15.443701666644507
539,15.443701666644507
540,15.443701666644507
541,15.443701666644507
542,15.443701666644507
543,15.443701666644507
544,15.443701666644507
545,15.443701666644507
546,15.443701666644507
547,15.443701666644507
548,15.443701666644507
549,15.443701666644507
550,15.443701666644507
551,15.443701666644507
552,15.443701666644507
553,15.443701666644507
554,15.443701666644507
555,15.443701666644507
556,15.443701666644507
557,15.443701666644507
558,15.443701666644507
559,15.443701666644507
560,15.443701666644507
561,15.443701666644507
562,15.443701666644507
563,15.443701666644507
564,15.443701666644507
565,15.443701666644507
566,15.443701666644507
567,15.443701666644507
568,15.443701666644507
569,15.443701666644507
570,15.443701666644507
571,15.443701666644507
572,15.443701666644507
573,15.443701666644507
574,15.443701666644507
575,15.443701666644507
576,15.443701666644507
577,15.443701666644507
578,15.443701666644507
579,15.443701666644507
580,15.443701666644507
581,15.443701666644507
582,15.443701666644507
